pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_002564065.1__TIGR01430__1__1874,TIGR01430,40517,-,Adenine deaminase,2041861,2042857,1.0,scaffold_1,1874,CDS,11.0,GCF_002564065.1__arts_core__TIGR01430,✔,✔,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR01430,,,,,2
GCF_002564065.1__TIGR01430__1__2533,TIGR01430,40517,-,Aminodeoxyfutalosine deaminase,2746780,2747842,-1.0,scaffold_1,2533,CDS,11.0,GCF_002564065.1__arts_core__TIGR01430,✔,✔,✖,NZ_PDBV01000001.1.region008,TIGR01430,aden_deam: adenosine deaminase,Unclassified,NZ_PDBV01000001.1.region008__arts_bgc,✔,GCF_002564065.1__arts_dup__TIGR01430,,,,,3
GCF_002564065.1__TIGR01430__1__3565,TIGR01430,GCF_002564065.1,add_1,Adenosine deaminase,3954196,3955330,-1.0,scaffold_1,3565,Core,11.0,GCF_002564065.1__arts_core__TIGR01430,✔,✔,✖,NZ_PDBV01000001.1.region017,TIGR01430,aden_deam: adenosine deaminase,Unclassified,NZ_PDBV01000001.1.region017__arts_bgc,✔,GCF_002564065.1__arts_dup__TIGR01430,,,,,3
GCF_002564065.1__TIGR01430__1__3948,TIGR01430,GCF_002564065.1,-,Aminodeoxyfutalosine deaminase,4351669,4352689,1.0,scaffold_1,3948,CDS,11.0,GCF_002564065.1__arts_core__TIGR01430,✔,✔,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR01430,,,,,2
GCF_002564065.1__TIGR01430__1__6840,TIGR01430,40517,add_2,Adenosine deaminase,7748121,7749210,-1.0,scaffold_1,6840,CDS,11.0,GCF_002564065.1__arts_core__TIGR01430,✔,✔,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR01430,,,,,2
GCF_002564065.1__TIGR01448__1__3689,TIGR01448,GCF_002564065.1,recD2_2,ATP-dependent RecD-like DNA helicase,4083118,4085404,1.0,scaffold_1,3689,CDS,11.0,GCF_002564065.1__arts_core__TIGR01448,✖,✖,✖,,,,Unknown function,,✖,,,,,,0
GCF_002564065.1__TIGR01455__1__7047,TIGR01455,GCF_002564065.1,glmM,Phosphoglucosamine mutase,7963574,7964909,-1.0,scaffold_1,7047,CDS,11.0,GCF_002564065.1__arts_core__TIGR01455,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01496__1__1387,TIGR01496,40517,folP2,Inactive dihydropteroate synthase 2,1519844,1520714,1.0,scaffold_1,1387,CDS,11.0,GCF_002564065.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR01496,,,,,2
GCF_002564065.1__TIGR01496__1__4830,TIGR01496,40517,folP,Dihydropteroate synthase,5410719,5411619,1.0,scaffold_1,4830,CDS,11.0,GCF_002564065.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR01496,,,,,2
GCF_002564065.1__TIGR01496__1__771,TIGR01496,GCF_002564065.1,folP1,Dihydropteroate synthase,828346,829195,1.0,scaffold_1,771,CDS,11.0,GCF_002564065.1__arts_core__TIGR01496,✔,✔,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR01496,,,,,2
GCF_002564065.1__TIGR01498__1__773,TIGR01498,GCF_002564065.1,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,829598,830102,1.0,scaffold_1,773,CDS,11.0,GCF_002564065.1__arts_core__TIGR01498,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01513__1__1560,TIGR01513,40517,pncB1,Nicotinate phosphoribosyltransferase pncB1,1702579,1703884,-1.0,scaffold_1,1560,CDS,11.0,GCF_002564065.1__arts_core__TIGR01513,✔,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,GCF_002564065.1__arts_dup__TIGR01513,,,,,1
GCF_002564065.1__TIGR01513__1__2769,TIGR01513,40517,pncB2,Nicotinate phosphoribosyltransferase pncB2,3006919,3008257,1.0,scaffold_1,2769,CDS,11.0,GCF_002564065.1__arts_core__TIGR01513,✔,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,GCF_002564065.1__arts_dup__TIGR01513,,,,,1
GCF_002564065.1__TIGR01520__1__160,TIGR01520,GCF_002564065.1,fba,Fructose-bisphosphate aldolase,151853,152888,-1.0,scaffold_1,160,CDS,11.0,GCF_002564065.1__arts_core__TIGR01520,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR01534__1__2496,TIGR01534,GCF_002564065.1,gapA,Glyceraldehyde-3-phosphate dehydrogenase,2708456,2709467,1.0,scaffold_1,2496,CDS,11.0,GCF_002564065.1__arts_core__TIGR01534,✖,✔,✔,,,,,,✖,,,,,,2
GCF_002564065.1__TIGR01632__1__7142,TIGR01632,GCF_002564065.1,rplK,50S ribosomal protein L11,8066207,8066642,-1.0,scaffold_1,7142,CDS,11.0,GCF_002564065.1__arts_core__TIGR01632,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR01695__1__357,TIGR01695,GCF_002564065.1,murJ,lipid II flippase MurJ,362276,364190,1.0,scaffold_1,357,CDS,11.0,GCF_002564065.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR01695,,,,,2
GCF_002564065.1__TIGR01695__1__3911,TIGR01695,GCF_002564065.1,mviN_2,putative peptidoglycan biosynthesis protein MviN,4319883,4321509,-1.0,scaffold_1,3911,CDS,11.0,GCF_002564065.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR01695,,,,,2
GCF_002564065.1__TIGR01736__1__121,TIGR01736,GCF_002564065.1,purL,Phosphoribosylformylglycinamidine synthase subunit PurL,113771,116063,-1.0,scaffold_1,121,CDS,11.0,GCF_002564065.1__arts_core__TIGR01736,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__1502,TIGR01764,GCF_002564065.1,-,hypothetical protein,1639001,1639223,-1.0,scaffold_1,1502,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__5913,TIGR01764,GCF_002564065.1,-,hypothetical protein,6722426,6722870,1.0,scaffold_1,5913,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__614,TIGR01764,GCF_002564065.1,-,hypothetical protein,657400,657817,-1.0,scaffold_1,614,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__7,TIGR01764,GCF_002564065.1,-,hypothetical protein,6216,6513,1.0,scaffold_1,7,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__7196,TIGR01764,GCF_002564065.1,-,hypothetical protein,8123043,8123268,1.0,scaffold_1,7196,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__7227,TIGR01764,GCF_002564065.1,-,Putative DNA-binding proteinA,8157083,8157308,-1.0,scaffold_1,7227,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__7302,TIGR01764,GCF_002564065.1,-,hypothetical protein,8219147,8219444,1.0,scaffold_1,7302,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__839,TIGR01764,GCF_002564065.1,-,hypothetical protein,902376,902793,-1.0,scaffold_1,839,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__844,TIGR01764,GCF_002564065.1,-,hypothetical protein,906568,906835,-1.0,scaffold_1,844,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01764__1__943,TIGR01764,GCF_002564065.1,-,hypothetical protein,1010288,1010687,1.0,scaffold_1,943,CDS,11.0,GCF_002564065.1__arts_core__TIGR01764,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01798__1__1022,TIGR01798,GCF_002564065.1,gltA2,Citrate synthase 1,1092883,1094188,1.0,scaffold_1,1022,CDS,11.0,GCF_002564065.1__arts_core__TIGR01798,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR01808__1__6951,TIGR01808,GCF_002564065.1,-,hypothetical protein,7864217,7864520,1.0,scaffold_1,6951,CDS,11.0,GCF_002564065.1__arts_core__TIGR01808,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_002564065.1__TIGR01819__1__6732,TIGR01819,GCF_002564065.1,fbiA,Phosphoenolpyruvate transferase,7632875,7633862,1.0,scaffold_1,6732,CDS,11.0,GCF_002564065.1__arts_core__TIGR01819,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_002564065.1__TIGR01900__1__1382,TIGR01900,GCF_002564065.1,dapE_2,Putative succinyl-diaminopimelate desuccinylase DapE,1513749,1514859,1.0,scaffold_1,1382,CDS,11.0,GCF_002564065.1__arts_core__TIGR01900,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01915__1__1961,TIGR01915,40517,-,hypothetical protein,2135969,2136635,1.0,scaffold_1,1961,CDS,11.0,GCF_002564065.1__arts_core__TIGR01915,✔,✖,✖,,,,Energy metabolism,,✖,GCF_002564065.1__arts_dup__TIGR01915,,,,,1
GCF_002564065.1__TIGR01915__1__3204,TIGR01915,GCF_002564065.1,-,hypothetical protein,3503164,3503830,-1.0,scaffold_1,3204,CDS,11.0,GCF_002564065.1__arts_core__TIGR01915,✔,✖,✖,NZ_PDBV01000001.1.region013,TIGR01915,npdG: NADPH-dependent F420 reductase,Energy metabolism,NZ_PDBV01000001.1.region013__arts_bgc,✔,GCF_002564065.1__arts_dup__TIGR01915,,,,,2
GCF_002564065.1__TIGR01951__1__2429,TIGR01951,GCF_002564065.1,nusB,Transcription antitermination protein NusB,2642835,2643282,1.0,scaffold_1,2429,CDS,11.0,GCF_002564065.1__arts_core__TIGR01951,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR01953__1__6196,TIGR01953,GCF_002564065.1,nusA,Transcription termination/antitermination protein NusA,7034959,7036018,-1.0,scaffold_1,6196,CDS,11.0,GCF_002564065.1__arts_core__TIGR01953,✖,✔,✖,NZ_PDBV01000001.1.region037,TIGR01953,NusA: transcription termination factor NusA,Transcription,NZ_PDBV01000001.1.region037__arts_bgc,✔,,,,,,2
GCF_002564065.1__TIGR01959__1__7168,TIGR01959,GCF_002564065.1,nuoF,NADH-quinone oxidoreductase subunit F,8094637,8095933,-1.0,scaffold_1,7168,CDS,11.0,GCF_002564065.1__arts_core__TIGR01959,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01962__1__7170,TIGR01962,GCF_002564065.1,nuoD,NADH-quinone oxidoreductase subunit D,8096672,8098022,-1.0,scaffold_1,7170,CDS,11.0,GCF_002564065.1__arts_core__TIGR01962,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01966__1__1572,TIGR01966,GCF_002564065.1,rph,Ribonuclease PH,1712032,1712788,1.0,scaffold_1,1572,CDS,11.0,GCF_002564065.1__arts_core__TIGR01966,✖,✖,✖,,,,Transcription,,✖,,,,,,0
GCF_002564065.1__TIGR01967__1__6468,TIGR01967,GCF_002564065.1,-,hypothetical protein,7331264,7335209,-1.0,scaffold_1,6468,CDS,11.0,GCF_002564065.1__arts_core__TIGR01967,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01970__1__3469,TIGR01970,GCF_002564065.1,hrpB,ATP-dependent RNA helicase HrpB,3826022,3828542,1.0,scaffold_1,3469,CDS,11.0,GCF_002564065.1__arts_core__TIGR01970,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR01980__1__2527,TIGR01980,GCF_002564065.1,-,hypothetical protein,2740835,2742299,1.0,scaffold_1,2527,CDS,11.0,GCF_002564065.1__arts_core__TIGR01980,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_002564065.1__TIGR01981__1__2528,TIGR01981,GCF_002564065.1,-,hypothetical protein,2742300,2743491,1.0,scaffold_1,2528,CDS,11.0,GCF_002564065.1__arts_core__TIGR01981,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_002564065.1__TIGR01994__1__2531,TIGR01994,GCF_002564065.1,iscU,Iron-sulfur cluster assembly scaffold protein IscU,2745641,2746100,1.0,scaffold_1,2531,Core,11.0,GCF_002564065.1__arts_core__TIGR01994,✖,✖,✖,NZ_PDBV01000001.1.region008,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers",NZ_PDBV01000001.1.region008__arts_bgc,✔,,,,,,1
GCF_002564065.1__TIGR02012__1__2098,TIGR02012,GCF_002564065.1,recA,Protein RecA,2292412,2293453,1.0,scaffold_1,2098,CDS,11.0,GCF_002564065.1__arts_core__TIGR02012,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02013__1__7125,TIGR02013,GCF_002564065.1,rpoB,DNA-directed RNA polymerase subunit beta,8043673,8047168,-1.0,1,7125,CDS,11.0,GCF_002564065.1__arts_core__TIGR02013,✖,✖,✔,,,TIGR02013,,,✖,,0.0,1754.2,cog,cog0085,1
GCF_002564065.1__TIGR02027__1__7074,TIGR02027,GCF_002564065.1,rpoA,DNA-directed RNA polymerase subunit alpha,7991604,7992684,-1.0,scaffold_1,7074,CDS,11.0,GCF_002564065.1__arts_core__TIGR02027,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02082__1__4232,TIGR02082,GCF_002564065.1,metH,Methionine synthase,4650314,4653884,-1.0,scaffold_1,4232,CDS,11.0,GCF_002564065.1__arts_core__TIGR02082,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02127__1__2437,TIGR02127,GCF_002564065.1,pyrF,Orotidine 5-phosphate decarboxylase,2652112,2652952,1.0,scaffold_1,2437,CDS,11.0,GCF_002564065.1__arts_core__TIGR02127,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02133__1__1710,TIGR02133,GCF_002564065.1,rpiB,Ribose-5-phosphate isomerase B,1878025,1878523,1.0,scaffold_1,1710,CDS,11.0,GCF_002564065.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR02133,,,,,1
GCF_002564065.1__TIGR02133__1__5092,TIGR02133,GCF_002564065.1,derI1_1,D-erythrulose-4-phosphate isomerase 1,5702933,5703401,-1.0,scaffold_1,5092,CDS,11.0,GCF_002564065.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR02133,,,,,1
GCF_002564065.1__TIGR02133__1__5528,TIGR02133,40517,derI1_2,D-erythrulose-4-phosphate isomerase 1,6209400,6209892,-1.0,scaffold_1,5528,CDS,11.0,GCF_002564065.1__arts_core__TIGR02133,✔,✖,✖,,,,Unclassified,,✖,GCF_002564065.1__arts_dup__TIGR02133,,,,,1
GCF_002564065.1__TIGR02156__1__3879,TIGR02156,GCF_002564065.1,paaA,"1,2-phenylacetyl-CoA epoxidase, subunit A",4284670,4285636,1.0,scaffold_1,3879,Core,11.0,GCF_002564065.1__arts_core__TIGR02156,✖,✖,✖,NZ_PDBV01000001.1.region019,TIGR02156,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism,NZ_PDBV01000001.1.region019__arts_bgc,✔,,,,,,1
GCF_002564065.1__TIGR02157__1__3880,TIGR02157,GCF_002564065.1,paaB,"1,2-phenylacetyl-CoA epoxidase, subunit B",4285628,4285934,1.0,scaffold_1,3880,CDS,11.0,GCF_002564065.1__arts_core__TIGR02157,✖,✖,✖,NZ_PDBV01000001.1.region019,TIGR02157,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism,NZ_PDBV01000001.1.region019__arts_bgc,✔,,,,,,1
GCF_002564065.1__TIGR02158__1__3881,TIGR02158,GCF_002564065.1,paaC_1,"1,2-phenylacetyl-CoA epoxidase, subunit C",4286001,4286892,1.0,scaffold_1,3881,CDS,11.0,GCF_002564065.1__arts_core__TIGR02158,✔,✔,✖,NZ_PDBV01000001.1.region019,TIGR02158,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism,NZ_PDBV01000001.1.region019__arts_bgc,✔,GCF_002564065.1__arts_dup__TIGR02158,,,,,3
GCF_002564065.1__TIGR02158__1__7179,TIGR02158,40517,paaC_2,"1,2-phenylacetyl-CoA epoxidase, subunit C",8106680,8107541,-1.0,scaffold_1,7179,CDS,11.0,GCF_002564065.1__arts_core__TIGR02158,✔,✔,✖,,,,Energy metabolism,,✖,GCF_002564065.1__arts_dup__TIGR02158,,,,,2
GCF_002564065.1__TIGR02159__1__3882,TIGR02159,GCF_002564065.1,paaD,"Putative 1,2-phenylacetyl-CoA epoxidase, subunit D",4286885,4287404,1.0,scaffold_1,3882,Core,11.0,GCF_002564065.1__arts_core__TIGR02159,✖,✔,✖,NZ_PDBV01000001.1.region019,TIGR02159,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism,NZ_PDBV01000001.1.region019__arts_bgc,✔,,,,,,2
GCF_002564065.1__TIGR02170__1__6170,TIGR02170,GCF_002564065.1,thyX,Flavin-dependent thymidylate synthase,7006329,7007082,-1.0,scaffold_1,6170,CDS,11.0,GCF_002564065.1__arts_core__TIGR02170,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02191__1__6368,TIGR02191,GCF_002564065.1,rnc,Ribonuclease 3,7224001,7224760,-1.0,scaffold_1,6368,CDS,11.0,GCF_002564065.1__arts_core__TIGR02191,✖,✖,✖,,,,Transcription,,✖,,,,,,0
GCF_002564065.1__TIGR02225__1__5555,TIGR02225,GCF_002564065.1,xerD_2,Tyrosine recombinase XerD,6241101,6242043,-1.0,scaffold_1,5555,CDS,11.0,GCF_002564065.1__arts_core__TIGR02225,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02227__1__6316,TIGR02227,GCF_002564065.1,lepB,Signal peptidase I,7165204,7166113,-1.0,scaffold_1,6316,CDS,11.0,GCF_002564065.1__arts_core__TIGR02227,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02273__1__6319,TIGR02273,GCF_002564065.1,rimM,Ribosome maturation factor RimM,7167710,7168253,-1.0,scaffold_1,6319,CDS,11.0,GCF_002564065.1__arts_core__TIGR02273,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02274__1__203,TIGR02274,GCF_002564065.1,dcd,"dCTP deaminase, dUMP-forming",198156,198786,-1.0,scaffold_1,203,CDS,11.0,GCF_002564065.1__arts_core__TIGR02274,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02348__1__6983,TIGR02348,GCF_002564065.1,groL2,60 kDa chaperonin 2,7900817,7902437,-1.0,scaffold_1,6983,CDS,11.0,GCF_002564065.1__arts_core__TIGR02348,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02348__1__902,TIGR02348,GCF_002564065.1,groL1,60 kDa chaperonin 1,963389,965024,1.0,scaffold_1,902,CDS,11.0,GCF_002564065.1__arts_core__TIGR02348,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02349__1__187,TIGR02349,GCF_002564065.1,dnaJ1,Chaperone protein DnaJ 1,180988,182161,-1.0,scaffold_1,187,CDS,11.0,GCF_002564065.1__arts_core__TIGR02349,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02350__1__189,TIGR02350,40517,dnaK_1,Chaperone protein DnaK,182889,184758,-1.0,scaffold_1,189,CDS,11.0,GCF_002564065.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR02350,,,,,1
GCF_002564065.1__TIGR02350__1__5327,TIGR02350,40517,dnaK_7,Chaperone protein DnaK,5952275,5954123,-1.0,scaffold_1,5327,CDS,11.0,GCF_002564065.1__arts_core__TIGR02350,✔,✖,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR02350,,,,,1
GCF_002564065.1__TIGR02386__1__7124,TIGR02386,GCF_002564065.1,rpoC,DNA-directed RNA polymerase subunit beta,8039653,8043565,-1.0,scaffold_1,7124,CDS,11.0,GCF_002564065.1__arts_core__TIGR02386,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02393__1__2160,TIGR02393,GCF_002564065.1,rpoD,RNA polymerase sigma factor RpoD,2364087,2365491,-1.0,scaffold_1,2160,CDS,11.0,GCF_002564065.1__arts_core__TIGR02393,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02412__1__1700,TIGR02412,GCF_002564065.1,pepN,Aminopeptidase N,1864254,1866837,-1.0,scaffold_1,1700,CDS,11.0,GCF_002564065.1__arts_core__TIGR02412,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_002564065.1__TIGR02422__1__3849,TIGR02422,GCF_002564065.1,pcaH,"Protocatechuate 3,4-dioxygenase beta chain",4254901,4255654,-1.0,scaffold_1,3849,CDS,11.0,GCF_002564065.1__arts_core__TIGR02422,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_002564065.1__TIGR02423__1__3848,TIGR02423,GCF_002564065.1,pcaG,"Protocatechuate 3,4-dioxygenase alpha chain",4254329,4254902,-1.0,scaffold_1,3848,CDS,11.0,GCF_002564065.1__arts_core__TIGR02423,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_002564065.1__TIGR02504__1__2125,TIGR02504,GCF_002564065.1,nrdJ,Vitamin B12-dependent ribonucleotide reductase,2320962,2323794,1.0,scaffold_1,2125,CDS,11.0,GCF_002564065.1__arts_core__TIGR02504,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02506__1__1644,TIGR02506,GCF_002564065.1,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha,1792063,1794508,-1.0,scaffold_1,1644,CDS,11.0,GCF_002564065.1__arts_core__TIGR02506,✖,✔,✖,,,,"Purines, pyrimidines, nucleosides, and nucleotides",,✖,,,,,,1
GCF_002564065.1__TIGR02569__1__1435,TIGR02569,GCF_002564065.1,-,hypothetical protein,1566190,1566988,1.0,scaffold_1,1435,CDS,11.0,GCF_002564065.1__arts_core__TIGR02569,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02614__1__6121,TIGR02614,GCF_002564065.1,ftsW,putative peptidoglycan glycosyltransferase FtsW,6947768,6949193,-1.0,scaffold_1,6121,CDS,11.0,GCF_002564065.1__arts_core__TIGR02614,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02673__1__1471,TIGR02673,GCF_002564065.1,ftsE,Cell division ATP-binding protein FtsE,1609692,1610382,1.0,scaffold_1,1471,CDS,11.0,GCF_002564065.1__arts_core__TIGR02673,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02692__1__354,TIGR02692,GCF_002564065.1,cca,CCA-adding enzyme,357690,359190,-1.0,scaffold_1,354,CDS,11.0,GCF_002564065.1__arts_core__TIGR02692,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02727__1__1144,TIGR02727,GCF_002564065.1,-,5-formyltetrahydrofolate cyclo-ligase,1243766,1244363,-1.0,scaffold_1,1144,CDS,11.0,GCF_002564065.1__arts_core__TIGR02727,✖,✔,✖,,,,Central intermediary metabolism,,✖,,,,,,1
GCF_002564065.1__TIGR02729__1__1775,TIGR02729,GCF_002564065.1,obg,GTPase Obg,1945592,1947059,1.0,scaffold_1,1775,CDS,11.0,GCF_002564065.1__arts_core__TIGR02729,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02753__1__6683,TIGR02753,GCF_002564065.1,sodN,Superoxide dismutase [Ni],7575998,7576406,1.0,scaffold_1,6683,CDS,11.0,GCF_002564065.1__arts_core__TIGR02753,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_002564065.1__TIGR02866__1__2040,TIGR02866,GCF_002564065.1,ctaC,Cytochrome c oxidase subunit 2,2227891,2228824,1.0,scaffold_1,2040,CDS,11.0,GCF_002564065.1__arts_core__TIGR02866,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02891__1__1547,TIGR02891,GCF_002564065.1,ctaD_2,putative cytochrome c oxidase subunit 1,1687825,1689580,1.0,scaffold_1,1547,CDS,11.0,GCF_002564065.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR02891,,,,,1
GCF_002564065.1__TIGR02891__1__17,TIGR02891,40517,ctaD_1,putative cytochrome c oxidase subunit 1,17016,18717,1.0,scaffold_1,17,CDS,11.0,GCF_002564065.1__arts_core__TIGR02891,✔,✖,✖,,,,,,✖,GCF_002564065.1__arts_dup__TIGR02891,,,,,1
GCF_002564065.1__TIGR02927__1__2000,TIGR02927,GCF_002564065.1,-,hypothetical protein,2185421,2187251,-1.0,scaffold_1,2000,CDS,11.0,GCF_002564065.1__arts_core__TIGR02927,✖,✖,✔,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR02947__1__6694,TIGR02947,GCF_002564065.1,sigH,ECF RNA polymerase sigma factor SigH,7584543,7585233,-1.0,scaffold_1,6694,CDS,11.0,GCF_002564065.1__arts_core__TIGR02947,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR02970__1__6849,TIGR02970,GCF_002564065.1,sdhC,Succinate dehydrogenase 2 membrane subunit SdhC,7759284,7759722,1.0,scaffold_1,6849,CDS,11.0,GCF_002564065.1__arts_core__TIGR02970,✖,✔,✖,,,,,,✖,,,,,,1
GCF_002564065.1__TIGR03089__1__6749,TIGR03089,GCF_002564065.1,-,hypothetical protein,7654797,7655538,1.0,scaffold_1,6749,CDS,11.0,GCF_002564065.1__arts_core__TIGR03089,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_002564065.1__TIGR03144__1__7200,TIGR03144,GCF_002564065.1,ccsA,Cytochrome c biogenesis protein CcsA,8128103,8129102,-1.0,scaffold_1,7200,CDS,11.0,GCF_002564065.1__arts_core__TIGR03144,✖,✖,✖,,,,,,✖,,,,,,0
GCF_002564065.1__TIGR03156__1__2116,TIGR03156,GCF_002564065.1,hflX,GTPase HflX,2310689,2312264,1.0,scaffold_1,2116,CDS,11.0,GCF_002564065.1__arts_core__TIGR03156,✖,✔,✖,,,,,,✖,,,,,,1
